issue_number,fix_commit_sha,changed_file,parent_commit_sha,note
44733.0,1df040eb23e4ee3daa541d048ccd9ed75f718d83,public/app/plugins/datasource/cloudwatch/datasource.test.ts,1b2c4dca61648fb65345df329d51b1deaac7a41d,SZZ-lite file-level parent mapping only
44733.0,1df040eb23e4ee3daa541d048ccd9ed75f718d83,public/app/plugins/datasource/cloudwatch/datasource.ts,1b2c4dca61648fb65345df329d51b1deaac7a41d,SZZ-lite file-level parent mapping only
45640.0,5aab0063c7335474582b9a7d17b2fc069270500e,public/app/plugins/panel/state-timeline/utils.ts,83664121bc09399f76ee387c7e5cd0e85aa70020,SZZ-lite file-level parent mapping only
44484.0,1c4b20b2686b38dfa2312dd0c36ec7fce777f493,public/app/plugins/panel/barchart/bars.ts,5aab0063c7335474582b9a7d17b2fc069270500e,SZZ-lite file-level parent mapping only
44614.0,b491d6b4dc5c768fa5f24d9e83f5485e0395a6ce,public/app/plugins/panel/histogram/Histogram.tsx,1c4b20b2686b38dfa2312dd0c36ec7fce777f493,SZZ-lite file-level parent mapping only
45894.0,8e08128f83568e89f46b8d56bd147ef826d0fb45,public/app/plugins/datasource/cloudwatch/datasource.test.ts,647c5208d7b855e63fb8c8f80171e9b4fff959c5,SZZ-lite file-level parent mapping only
45894.0,8e08128f83568e89f46b8d56bd147ef826d0fb45,public/app/plugins/datasource/cloudwatch/datasource.ts,647c5208d7b855e63fb8c8f80171e9b4fff959c5,SZZ-lite file-level parent mapping only
45852.0,854f872b40bbf1f41ba4604a48e48d1906bf3a94,packages/grafana-ui/src/components/GraphNG/GraphNG.tsx,016d9e14ed876a05644d5acd30b6522e70f28198,SZZ-lite file-level parent mapping only
45852.0,854f872b40bbf1f41ba4604a48e48d1906bf3a94,packages/grafana-ui/src/components/GraphNG/nullInsertThreshold.test.ts,016d9e14ed876a05644d5acd30b6522e70f28198,SZZ-lite file-level parent mapping only
45852.0,854f872b40bbf1f41ba4604a48e48d1906bf3a94,packages/grafana-ui/src/components/GraphNG/nullInsertThreshold.ts,016d9e14ed876a05644d5acd30b6522e70f28198,SZZ-lite file-level parent mapping only
45852.0,854f872b40bbf1f41ba4604a48e48d1906bf3a94,packages/grafana-ui/src/components/GraphNG/utils.ts,016d9e14ed876a05644d5acd30b6522e70f28198,SZZ-lite file-level parent mapping only
