period,metric_name,metric_value,metric_note
2024-07,lead_time_days_min,0.0007638888888888889,
2024-08,lead_time_days_min,0.007268518518518519,
2024-09,lead_time_days_min,0.019849537037037037,
2024-10,lead_time_days_min,0.0024421296296296296,
2024-11,lead_time_days_min,0.02357638888888889,
2025-01,lead_time_days_min,0.0004398148148148148,
2025-02,lead_time_days_min,0.0002199074074074074,
2025-03,lead_time_days_min,0.0003935185185185185,
2025-04,lead_time_days_min,0.02013888888888889,
2025-05,lead_time_days_min,0.23947916666666666,
2025-07,lead_time_days_min,3.2686342592592594,
2025-08,lead_time_days_min,8.36167824074074,
2025-09,lead_time_days_min,17.172013888888888,
2025-10,lead_time_days_min,33.82334490740741,
2025-11,lead_time_days_min,7.402002314814815,
2025-12,lead_time_days_min,15.947118055555556,
2022-06,lead_time_days_max,107.39729166666666,
2022-09,lead_time_days_max,93.7741550925926,
2022-11,lead_time_days_max,35.90122685185185,
2022-12,lead_time_days_max,20.921550925925924,
2023-02,lead_time_days_max,50.06728009259259,
2023-03,lead_time_days_max,7.113761574074074,
2023-05,lead_time_days_max,19.885208333333335,
2023-06,lead_time_days_max,6.051701388888889,
2023-07,lead_time_days_max,9.19355324074074,
2023-08,lead_time_days_max,15.797245370370371,
2023-09,lead_time_days_max,13.883541666666666,
2023-10,lead_time_days_max,13.79238425925926,
2023-11,lead_time_days_max,14.078125,
2023-12,lead_time_days_max,24.921099537037037,
2024-01,lead_time_days_max,11.545127314814815,
2024-02,lead_time_days_max,15.487881944444444,
2024-03,lead_time_days_max,14.178043981481482,
2024-04,lead_time_days_max,16.21318287037037,
2024-05,lead_time_days_max,12.961041666666667,
2024-06,lead_time_days_max,15.739375,
2024-07,lead_time_days_max,8.119664351851851,
2024-08,lead_time_days_max,13.806412037037036,
2024-09,lead_time_days_max,20.167546296296297,
2024-10,lead_time_days_max,13.915451388888888,
2024-11,lead_time_days_max,17.055752314814814,
2025-01,lead_time_days_max,8.923993055555556,
2025-02,lead_time_days_max,12.949594907407407,
2025-03,lead_time_days_max,14.147534722222222,
2025-04,lead_time_days_max,14.914953703703704,
2025-05,lead_time_days_max,15.439490740740741,
2025-07,lead_time_days_max,24.357199074074074,
2025-08,lead_time_days_max,45.33851851851852,
2025-09,lead_time_days_max,40.400486111111114,
2025-10,lead_time_days_max,49.2115162037037,
2025-11,lead_time_days_max,63.16295138888889,
2025-12,lead_time_days_max,35.72737268518519,
2022-06,recovery_time_days_mean,50.12741203703704,
2022-09,recovery_time_days_mean,43.636485690235695,
2022-10,recovery_time_days_mean,31.685803571428572,
2022-11,recovery_time_days_mean,59.87018931878307,
2022-12,recovery_time_days_mean,31.944477719907407,
2023-02,recovery_time_days_mean,44.86895006613757,
2023-03,recovery_time_days_mean,60.9456841563786,
2023-04,recovery_time_days_mean,54.69567418981481,
2023-05,recovery_time_days_mean,41.60992651808785,
2023-06,recovery_time_days_mean,67.14866079980843,
2023-07,recovery_time_days_mean,50.30261100589226,
2023-08,recovery_time_days_mean,33.260313298212004,
2023-09,recovery_time_days_mean,88.503288166215,
2023-10,recovery_time_days_mean,26.836176346801345,
2023-11,recovery_time_days_mean,48.07366030092592,
2023-12,recovery_time_days_mean,165.8482465277778,
2024-01,recovery_time_days_mean,20.63738136574074,
2024-02,recovery_time_days_mean,34.01752160493827,
2024-03,recovery_time_days_mean,57.57395925925926,
2024-04,recovery_time_days_mean,178.93168518518516,
2024-05,recovery_time_days_mean,60.46325409544159,
2024-06,recovery_time_days_mean,40.01325424382716,
2024-07,recovery_time_days_mean,189.56400405092592,
2024-09,recovery_time_days_mean,89.95253986625514,
2024-10,recovery_time_days_mean,140.19217261904762,
2024-11,recovery_time_days_mean,90.46962436868687,
2024-12,recovery_time_days_mean,173.22395041423002,
2025-01,recovery_time_days_mean,181.4658699223417,
2025-02,recovery_time_days_mean,243.06120138888892,
2025-03,recovery_time_days_mean,7.91048225308642,
2025-04,recovery_time_days_mean,266.63977083333333,
2025-05,recovery_time_days_mean,243.409933127572,
2025-07,recovery_time_days_mean,269.0423683984911,
2025-09,recovery_time_days_mean,280.33331222766884,
2025-10,recovery_time_days_mean,360.917585978836,
2025-11,recovery_time_days_mean,417.01546585648146,
2025-12,recovery_time_days_mean,350.06858972849966,
2022-06,recovery_time_days_median,17.660717592592594,
2022-09,recovery_time_days_median,27.77974537037037,
2022-10,recovery_time_days_median,30.802939814814813,
2022-11,recovery_time_days_median,38.10464120370371,
2022-12,recovery_time_days_median,19.857916666666668,
2023-02,recovery_time_days_median,48.57252314814815,
2023-03,recovery_time_days_median,16.43353587962963,
2023-04,recovery_time_days_median,28.111226851851853,
2023-05,recovery_time_days_median,10.924386574074074,
2023-06,recovery_time_days_median,28.79728587962963,
2023-07,recovery_time_days_median,12.867690972222222,
2023-08,recovery_time_days_median,11.018287037037037,
2023-09,recovery_time_days_median,25.033483796296295,
2023-10,recovery_time_days_median,12.704143518518519,
2023-11,recovery_time_days_median,16.230538194444446,
2023-12,recovery_time_days_median,115.66222222222223,
2024-01,recovery_time_days_median,12.861631944444444,
2024-02,recovery_time_days_median,22.60769675925926,
2024-03,recovery_time_days_median,48.689930555555556,
2024-04,recovery_time_days_median,152.8011747685185,
2024-05,recovery_time_days_median,43.44878472222222,
2024-06,recovery_time_days_median,28.33700810185185,
2024-07,recovery_time_days_median,198.23125578703704,
2024-09,recovery_time_days_median,25.937158564814816,
2024-10,recovery_time_days_median,106.5970775462963,
2024-11,recovery_time_days_median,9.915810185185185,
2024-12,recovery_time_days_median,99.56168981481481,
2025-01,recovery_time_days_median,128.51335648148148,
2025-02,recovery_time_days_median,24.89292824074074,
2025-03,recovery_time_days_median,6.060810185185185,
2025-04,recovery_time_days_median,200.4718287037037,
2025-05,recovery_time_days_median,216.78555555555556,
2025-07,recovery_time_days_median,251.95974537037037,
2025-09,recovery_time_days_median,243.86577546296297,
2025-10,recovery_time_days_median,405.7081712962963,
2025-11,recovery_time_days_median,430.65115740740737,
2025-12,recovery_time_days_median,310.56364583333334,
2022-02,adapted_bugfix_deployment_rate,0.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-06,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2022-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-02,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-03,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-05,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-06,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-07,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-08,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2023-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-01,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-02,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-03,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-04,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-05,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-06,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-07,adapted_bugfix_deployment_rate,0.8,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-08,adapted_bugfix_deployment_rate,0.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-10,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2024-12,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-01,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-02,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-03,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-04,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-05,adapted_bugfix_deployment_rate,0.6666666666666666,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-07,adapted_bugfix_deployment_rate,0.5,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-08,adapted_bugfix_deployment_rate,0.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-09,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-10,adapted_bugfix_deployment_rate,0.3333333333333333,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-11,adapted_bugfix_deployment_rate,1.0,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
2025-12,adapted_bugfix_deployment_rate,0.75,This is an adapted proxy for change failure rate because full SZZ bug-inducing commit detection was not implemented.
